collection-1:collection_term.value,collection-1:collection_term.uri,name-1:name_term.value,name-1:name_term.name_type,name-1:name_term.authority,name-1:name_term.uri,name-1:name_role-1:name_role_term.value,name-1:name_role-1:name_role_term.authority,name-1:name_role-1:name_role_term.uri,name-2:name_term.value,name-2:name_term.name_type,name-2:name_term.authority,name-2:name_term.uri,name-2:name_role-1:name_role_term.value,name-2:name_role-1:name_role_term.authority,name-2:name_role-1:name_role_term.uri,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created-1:date_created_type,date_created_textual-1:date_created_textual_value,abstract-1:abstract_value,omeka_identifier-1:omeka_identifier_value,type_of_resource-1:type_of_resource_value,object_in_context_url-1:object_in_context_url_value,location-1:location_term.code,location-1:location_term.value,location-1:location_term.authority,location-1:location_term.uri,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_sublocation,note-1:note_value,note-1:note_type,note-2:note_value,note-2:note_type,note-3:note_value,note-3:note_type,digital_origin-1:digital_origin_value,extent-1:extent_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,note-5:note_value,note-5:note_type,place_of_origin-1:place_of_origin_value,relatedItem_Project,projectURL,note-7:note_value,note-7:note_type,genre-1:genre_term.value,genre-1:genre_term.authority,genre-1:genre_term.uri,genre-2:genre_term.value,genre-2:genre_term.authority,genre-2:genre_term.uri,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_topic-3:subject_topic_term.value,subject_topic-3:subject_topic_term.authority,subject_topic-3:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.name_type,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,subject_name-2:subject_name_term.value,subject_name-2:subject_name_term.name_type,subject_name-2:subject_name_term.authority,subject_name-2:subject_name_term.uri,subject_title-1:subject_title_term.value,subject_title-1:subject_title_term.authority,subject_title-1:subject_title_term.uri,title-1:title_non_sort_portion,title-1:title_sort_portion,_identifiers-1,_parent_digital_objects-1.identifier,_digital_object_type.string_key,_project.string_key
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.13,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bja,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1593,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,,,,,,,,rbml_realia_p56.13,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bja_000,dramaticmuseum_bja,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.12,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1592,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,,,,,,,,rbml_realia_p56.12,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjb_000,dramaticmuseum_bjb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.11,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjc,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1591,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,,,,,,,,rbml_realia_p56.11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjc_000,dramaticmuseum_bjc,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.10,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1590,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery1,,,,,,,,rbml_realia_p56.10,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjd_000,dramaticmuseum_bjd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.09,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bje,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1589,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery3,,,,,,,,rbml_realia_p56.09,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bje_000,dramaticmuseum_bje,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P56.08,Box: 47,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"4.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, papier mache",original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Mrs. M. Block, 1963?",ownership,Figurines,fast,http://id.worldcat.org/fast/924112,,,,Banners,fast,http://id.worldcat.org/fast/827154,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjf,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1588,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,,,,,,,,rbml_realia_p56.08,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banner On Stand  With Japanese Characters,dramaticmuseum_bjf_000,dramaticmuseum_bjf,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Male with flesh-colored face, chest, lower arms, hands, lower legs, and feet; black hair, tied in a tuft on top of head; thighs black. Costumed in a short open jacket and ""diaper"" type pants both trimmed in silver. Bare-footed.",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P20.03,Box: 1,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"13"" (18"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, cloth",original_format,Burma,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland in Singapore, 1926",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With Flesh-colored Face,dramaticmuseum_bma,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1338,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,,,,,,,,rbml_realia_p20.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With Flesh-colored Face,dramaticmuseum_bma_000,dramaticmuseum_bma,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Male with white face hands & feet, pointed headdress, red robe with silver trim, full-length weighted apron",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P20.01,Box: 1,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"13"" (21.5"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, cloth",original_format,Burma,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by John Mulholland in Singapore, 1926",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With White Face And Red Robe,dramaticmuseum_bmb,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1336,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,,,,,,,,rbml_realia_p20.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With White Face And Red Robe,dramaticmuseum_bmb_000,dramaticmuseum_bmb,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Male with white face hands & feet, pointed headdress, sand-colored robe with silver trim, full-length weighted apron; headdress rounded, yellow, trimmed in silver",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P20.02,Box: 1,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"13"" (19"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, cloth",original_format,Burma,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With White Face And Sand-colored Robe,dramaticmuseum_bmc,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1337,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_burma/gallery,,,,,,,,rbml_realia_p20.02,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burmese Marionette Of Male With White Face And Sand-colored Robe,dramaticmuseum_bmc_000,dramaticmuseum_bmc,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Dark gray mask of demon with hinged jaw. Upturned nose and bug eyes; wide mouth and large, black teeth",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: M1.36,Box: 93,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"8.875"" x 6.375""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,wood,original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchase, Orientalia, NY, 1936",ownership,Bugaku masks,fast,http://id.worldcat.org/fast/840494,,,,Demonology,fast,http://id.worldcat.org/fast/890199,,,,,,,,,,,,,,,,,,,Bugaku Mask Of A Demon,dramaticmuseum_bmd,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_2500,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/masks_japan/gallery3,,,,,,,,rbml_realia_m1.36,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bugaku Mask Of A Demon,dramaticmuseum_bmd_000,dramaticmuseum_bmd,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Colored rod, or possibly shadow, puppet",,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P42.07,Box: 45,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"13"" (19"")",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"leather, wood",original_format,India,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Rod puppets,fast,http://id.worldcat.org/fast/1099519,,,,Bulls,fast,http://id.worldcat.org/fast/841533,,,,,,,,,,,,,,,,,,,Bull Rod Puppet,dramaticmuseum_bop,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1536,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_india/gallery3,,,,,,,,rbml_realia_p42.07,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bull Rod Puppet,dramaticmuseum_bop_000,dramaticmuseum_bop,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Commedia dell'arte marionette: string jigging puppet. One of the zanni. Half mask; beard; white collar; white costume trimmed with green bands; buff shoes; black belt,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P11.03,Box: 20,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"7""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,ceramic,original_format,Italy,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews and George C.D. Odell in Paris, 1925, and Naples, 1926",ownership,Marionettes,fast,http://id.worldcat.org/fast/1010062,Commedia dell'arte,fast,http://id.worldcat.org/fast/869248,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Brighella Marionette,dramaticmuseum_bra,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1556,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_italy/gallery2,,,,,,,,rbml_realia_p11.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brighella Marionette,dramaticmuseum_bra_000,dramaticmuseum_bra,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P45.01,Box: 55,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"44""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,wood,original_format,Japan,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,Bunraku puppets,fast,http://id.worldcat.org/fast/841635,,,,Drama,fast,http://id.worldcat.org/fast/897468,,,,,,,,,,,,,,,,,,,Bunraku Puppet,dramaticmuseum_brp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1582,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_japan/gallery2,,,,,,,,rbml_realia_p45.01,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bunraku Puppet,dramaticmuseum_brp_000,dramaticmuseum_brp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.11,Box: 16,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"8""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Boats and boating,fast,http://id.worldcat.org/fast/835176,,,,,,,,,,,,,,,,,,,Boat With Rudder Shadow Puppet,dramaticmuseum_brs,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1467,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,,,,,,,,rbml_realia_p10.11,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boat With Rudder Shadow Puppet,dramaticmuseum_brs_000,dramaticmuseum_brs,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.06,Box: 16,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"23""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Ballerinas,fast,http://id.worldcat.org/fast/826015,,,,,,,,,,,,,,,,,,,Ballerina Shadow Puppet,dramaticmuseum_bsp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1462,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,,,,,,,,rbml_realia_p10.06,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballerina Shadow Puppet,dramaticmuseum_bsp_000,dramaticmuseum_bsp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.03,Box: 16,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"21""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Trees,fast,http://id.worldcat.org/fast/1155984,,,,,,,,,,,,,,,,,,,Bare Tree Shadow Puppet,dramaticmuseum_btp,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1459,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,,,,,,,,rbml_realia_p10.03,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bare Tree Shadow Puppet,dramaticmuseum_btp_000,dramaticmuseum_btp,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.21,Box: 17,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"16""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Bulls,fast,http://id.worldcat.org/fast/841533,,,,,,,,,,,,,,,,,,,Bull Shadow Puppet,dramaticmuseum_bup,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1477,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,,,,,,,,rbml_realia_p10.21,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bull Shadow Puppet,dramaticmuseum_bup_000,dramaticmuseum_bup,asset,dramatic_museum
Dramatic Museum Realia,http://id.library.columbia.edu/term/6d5257db-f732-4d2e-b196-2a8dd7754bbc,,,,,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,three dimensional object,,NNC-RB,"Rare Book & Manuscript Library, Columbia University",local,http://id.library.columbia.edu/term/d2142d01-deaa-4a39-8dbd-72c4f148353f,DM number: P10.15,Box: 17,,,,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,,reformatted digital,"19.5""",objects,gmgpc,http://id.loc.gov/vocabulary/graphicMaterials/tgm007159,"wood, metal",original_format,France,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",ownership,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,Butterflies,fast,http://id.worldcat.org/fast/843103,,,,,,,,,,,,,,,,,,,Butterfly Shadow Puppet,dramaticmuseum_but,,item,dramatic_museum
,,,,,,,,,,,,,,,,,,,,,omeka_1471,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,,,,,,,,rbml_realia_p10.15,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butterfly Shadow Puppet,dramaticmuseum_but_000,dramaticmuseum_but,asset,dramatic_museum
