relatedItem_collection,name,nameType,nameRelator,name_authority,name_authority_identifier,name 2,nameRelator 2,nameType 2,name_authority 2,name_authority_identifier 2,keyDate_start,keyDate_end,dateQualifier,dateCreated,abstract,abstract 2,item - featured,identifier_clio,identifier_omeka,typeOfResource,language,location_url_ObjectInContext,physicalLocation,physicalLocation_authority,shelfLocator,sublocation,note,note 2,note 3,note_filename,digitalOrigin,extent,form,form_authority,form_authority_identifier,form_originalFormat,form_originalFormat 1,place,place_authority,place_authority_identifier,relatedItem_Project,projectURL,note_ownership,publisher,languageOfCataloging,subject_topic,subject_topic_authority,subject_topic_authority_identifier,subject_topic 2,subject_topic_authority 2,subject_topic_authority_identifier 2,subject_topic 3,subject_topic_authority 3,subject_topic_authority_identifier 3,subject_topic 4,subject_topic_authority 4,subject_topic_authority_identifier 4,subject_name,subject_name_authority,subject_name_authority_identifier,subject_name 2,subject_name_authority 2,subject_name_authority_identifier 2,subject_title,subject_title_authority,subject_title_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_geographic_hierarchical_street,subject_geographic_hierarchical_borough,subject_geographic_hierarchical_city,subject_geographic_hierarchical_state,subject_geographic_hierarchical_province,subject_geographic_hierarchical_country,subject_temporal,item - public,title_nonsort,title,partName,identifier_title,title2_nonsort,title2,title2_type
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1490,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.11,  Box:  12",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p09.11,reformatted digital,"13""",objects,aat,,papier mache,Hand puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Brander Matthews,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Male Hand Puppet With Red And Blue Hat,,dramaticmuseum_mhi_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"Carved wood with arms jointed with string. Head, trunk and legs of one piece, not articulated.  From the Gold Coast.",,0,,1491,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_ghana/gallery,NNC-RB,marcorg,"DM number: P50.02,  Box:  46",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p50.02,reformatted digital,"26.5""",objects,aat,,"wood, string",Rod puppets,Ghana,naf,http://id.loc.gov/authorities/names/n80061117,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Rod puppets,fast,http://id.worldcat.org/fast/1099519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,African Rod Puppet,,dramaticmuseum_arp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,Head only,,0,,1489,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.10,  Box:  13",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p09.10,reformatted digital,"12""",objects,aat,,papier mache,Hand puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Brander Matthews,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Male Hand Puppet,Head,dramaticmuseum_mhl_001,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1488,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.09,  Box:  13",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p09.09,reformatted digital,"14""",objects,aat,,papier mache,Hand puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,Brander Matthews,,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,Clowns,fast,http://id.worldcat.org/fast/864913,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Clown Hand Puppet Dressed In White And Red,,dramaticmuseum_clp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1487,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P09.06,  Box:  13",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p09.06,reformatted digital,"12""",objects,aat,,papier mache,Hand puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Purchased by Brander Matthews in Paris, 1867",,eng,Hand puppets,fast,http://id.worldcat.org/fast/950880,Cooks,fast,http://id.worldcat.org/fast/878051,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Chef Hand Puppet,,dramaticmuseum_chp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1486,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.06,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.06,reformatted digital,"6""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Chinese Female Doll,,dramaticmuseum_cfd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1485,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.05,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.05,reformatted digital,"6""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Chinese Male Doll,,dramaticmuseum_cza_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1484,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.04,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.04,reformatted digital,"8""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Greek Or Russian Male Doll,,dramaticmuseum_grm_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1483,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.03,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.03,reformatted digital,"10""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Latin Female Doll,,dramaticmuseum_lfd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1482,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery3,NNC-RB,marcorg,"DM number: P44.02,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.02,reformatted digital,"8.5""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,Nationalism and clothing,fast,http://id.worldcat.org/fast/1199820,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Tah-dhor Prix De Beaute D'asie Doll,,dramaticmuseum_tpb_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,"One of a set of six toy or fashion dolls of ""National Costumes""",,0,,1481,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P44.01,  Box:  34",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p44.01,reformatted digital,"9""",objects,aat,,cloth,Figurines,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,,,eng,Dolls,fast,http://id.worldcat.org/fast/896460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Toutatoua Prix De Beaute D'afrique Doll,,dramaticmuseum_tpd_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1480,three dimensional object,,,NNC-RB,marcorg,"DM number: P10.24,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.24,reformatted digital,"14""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Donkeys,fast,http://id.worldcat.org/fast/896848,Carriages and carts,fast,http://id.worldcat.org/fast/847910,,,,,,,,,,,,,,,,,,,,,,,1,,Donkey Pulling Cart Shadow Puppet,,dramaticmuseum_dpc_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1479,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.23,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.23,reformatted digital,"11.5""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Fences,fast,http://id.worldcat.org/fast/922872,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fence Shadow Puppet,,dramaticmuseum_fsp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1478,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.22,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.22,reformatted digital,"10""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Cats,fast,http://id.worldcat.org/fast/849374,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Cat Shadow Puppet,,dramaticmuseum_csp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1477,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.21,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.21,reformatted digital,"16""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Bulls,fast,http://id.worldcat.org/fast/841533,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Bull Shadow Puppet,,dramaticmuseum_bup_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1476,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.20,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.20,reformatted digital,"3""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Birds,fast,http://id.worldcat.org/fast/832970,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Small Bird Shadow Puppet,,dramaticmuseum_sbs_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1475,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.19,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.19,reformatted digital,"19.5""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Man With Fork Shadow Puppet,,dramaticmuseum_mwf_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1474,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.18,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.18,reformatted digital,"14""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Whips,fast,http://id.worldcat.org/fast/1174561,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Man With Hat And Whip Shadow Puppet,,dramaticmuseum_mhw_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1473,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.17,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.17,reformatted digital,"20.5""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Large Head With Hinged Jaw Shadow Puppet,,dramaticmuseum_lhh_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1472,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.16,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.16,reformatted digital,"21""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Fishers,fast,http://id.worldcat.org/fast/926174,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Fisherman And Fish Shadow Puppet,,dramaticmuseum_ffs_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1471,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.15,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.15,reformatted digital,"19.5""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Butterflies,fast,http://id.worldcat.org/fast/843103,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Butterfly Shadow Puppet,,dramaticmuseum_but_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1470,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery4,NNC-RB,marcorg,"DM number: P10.14,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.14,reformatted digital,"22""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Birds,fast,http://id.worldcat.org/fast/832970,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Large Bird Shadow Puppet,,dramaticmuseum_lbs_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1469,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.13,  Box:  17",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.13,reformatted digital,"15""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Donkeys,fast,http://id.worldcat.org/fast/896848,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Donkey Shadow Puppet,,dramaticmuseum_dsp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1468,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.12,  Box:  16",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.12,reformatted digital,"11.5""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Persons,fast,http://id.worldcat.org/fast/1058861,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Profile Of Person With Hinged Arm Shadow Puppet,,dramaticmuseum_ppw_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1467,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.11,  Box:  16",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.11,reformatted digital,"8""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Boats and boating,fast,http://id.worldcat.org/fast/835176,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Boat With Rudder Shadow Puppet,,dramaticmuseum_brs_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1466,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.10,  Box:  16",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.10,reformatted digital,"12""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Tables,fast,http://id.worldcat.org/fast/1141766,Handbags,fast,http://id.worldcat.org/fast/950923,,,,,,,,,,,,,,,,,,,,,,,1,,Table With Purse Shadow Puppet,,dramaticmuseum_twp_000,,,
Dramatic Museum Realia,,,,,,,,,,,1700,1966,inferred,between 1700 and 1966,,,0,,1465,three dimensional object,,https://exhibitions.cul.columbia.edu/index.php/exhibits/show/realia/puppets_france/gallery5,NNC-RB,marcorg,"DM number: P10.09,  Box:  16",,,,Date range based on the date range ([18th c.]-1966) of the Dramatic Museum Realia collection,rbml_realia_p10.09,reformatted digital,"20""",objects,aat,,"wood, metal",Shadow puppets,France,naf,http://id.loc.gov/authorities/names/n79006404,Dramatic Museum Realia,http://www.columbia.edu/cgi-bin/cul/resolve?clio8556788,"Gift of Milton Smith and John Mulholland (given by Brander Matthews, who purchased the set from De Vere in Paris, 1920s)",,eng,Shadow puppets,fast,http://id.worldcat.org/fast/1115043,Men,fast,http://id.worldcat.org/fast/1015978,Running,fast,http://id.worldcat.org/fast/1101348,,,,,,,,,,,,,,,,,,,,,,,1,,Running Man Shadow Puppet,,dramaticmuseum_rms_000,,,
