relatedItem_Collection,name 1,nameType 1,nameRelator 1,name_authority 1,name_authority_identifier 1,name 2,name 3,name 4,name 5,name 6,keyDate_start,keyDate_end,dateQualifier,dateCreated 1,dateCreated 2,dateCreated 3,abstract 1,abstract 2,abstract 3,abstract 4,abstract 5,item - featured,item - public,identifier_clio,identifier_omeka,typeOfResour ce,language,location_url_ObjectInContext,Source 1,Source 2,citation 1,citation 2,citation 3,physicalLocation,physicalLocation_authority,note,note_filename,digitalOrigin,form,form_authority,form_originalFormat 1,form_originalFormat 2,place 1,place_authority 1,place_authority_identifier 1,place 2,place 3,place 4,relatedItem_Project,note_ownership 1,note_ownership 2,note_ownership 3,languageOfCataloging,subject_topic,subject_topic 2,subject_topic 3,subject_topic 4,subject_topic 5,subject_topic 6,subject_name,subject_name_authority,subject_name_authority_identifier,subject_geographic,subject_geographic_authority,subject_geographic_authority_identifier,subject_temporal 1,subject_temporal 2,subject_temporal 3,subject_title,subject_title_authority,subject_title_authority_identifier,accessCondition,title_nonsort,title,title 2,title 3,title 4,title 5,title 6,title 7,title 8,identifer_title,title2,title2_type
,"Maverick, Samuel",,,,,"Imbert, (Anthony)",,,,,1824 1826,,Exact,1824,1826,,"Top plate: 94-a
Bottom plate: 94-b
Page labeled as 'Plate 94'",,,,,0,1,,3604,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000133.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 94-a and Plate 94-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000133.jpg,Reformatted digital,,,Original Format: Line engraving on copper,"Original Format: Line engraving, maybe on steel",New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Henry Goldsmith, Esq.",,,English,"Manhattan (New York, N.Y.)--History--19th century.",Ships--New York (State)--New York--History--19th century,,,,,,,,,,,1824,,,,,,,,Landing of Gen. LaFayette (etc) (Plates 94-a and 94-b),,,,,,,,,,
,"Wall, William G. ",,,,,"Hill, I (J.)",,,,,1823 ,,Exact,1823,,,,,,,,0,1,,3603,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000131.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 93 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000131.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,Brooklyn,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1820 1823,,,,,,,,New York from Heights near Brooklyn,The Wall View from Brooklyn,,,,,,,,,
,"Wall, William G. ",,,,,"Hill, I (J.)",,,,,1823 ,,Exact,1823,,,,,,,,0,1,,3602,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000129.html?toggle=image&amp;menu=maximize&amp;top=&amp;left=,"Plate 92 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000129.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,Weehawken,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1820 1823,,,,,,,,New York from Weehawk,The Wall View from Weehawken,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3601,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000127.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 91 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000127.jpg,Reformatted digital,,,Original Format: Watercolor drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","New York Historical Society, donated by heirs of Harriet Bayard Van Rensselaer",,,English,"Manhattan (New York, N.Y.)--History--19th century.",Theaters--New York (State)--New York--History--19th century.,People--New York (State)--New York--19th century.,,,,,,,,,,1822,,,,,,,,"Interior of the Park Theatre, New York City, November, 1822",,,,,,,,,,
,"Smith, I. (J.) R. ",,,,,"Peartree, William",,,,,1822 ,,Exact,1822,,,,,,,,0,1,,3600,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000125.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 90 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000125.jpg,Reformatted digital,,,"Original Format: Aquatint, colored",,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1821,,,,,,,,A View of Cooke's Tomb (etc.),,,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3599,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000123.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 89 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000123.jpg,Reformatted digital,,,Original Format: Watercolor drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes (from the collection of the late W.H. Havemeyer),,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1820,,,,,,,,(New York from Governor's Island),The Wall Street View from the Harbour,,,,,,,,,
,"Murray, John R.",,,,,"Leney, William Satchwell, 1769-1831",,,,,1811 ,,Exact,1811,,,,,,,,0,1,,3598,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000121.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 88 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000121.jpg,Reformatted digital,,,Original Format: Line engraving,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.","New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,,1811 1841,,,,,,,,View of the New York Hospital,Broadway Elevation,,,,,,,,,
,"Shaw, J.",,,,,"Hill, J.","Milbert, J.",Mademoiselle Formentin,,,1820 1825,,Questionable,1820?,1825,,"Top plate: 87-a
Bottom plate: 87-b
Page labeled as 'Plate 87'",,,,,0,1,,3596,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000119.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 87-a and Plate 87-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000119.jpg,Reformatted digital,,,"Original Format: Aquatint, colored","Original Format: Colt Esq, Harris D.",New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,"Colt Esq, Harris D.",,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,,,,,,,,,,,1819,,,,,,,,"Hell Gate (Plate 87-a)
",Spiten Devil's Creek (Plate 87-b),,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3595,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000117.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 86 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000117.jpg,Reformatted digital,,,Original Format: Pen/Ink/Watercolor on paper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","City of New York, filed in the Bureau of Topography, Office of the Commissioner of Public Works (Manhattan)",,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps",Farms--New York (State)--New York,,,,,,,,,,1819 1820,,,,,,,,Randel's MS. Map of Farms,,,,,,,,,,
,"Klinckowström, friherre (Axel), 1775-1837",,,,,Akrell,,,,,1824 ,,Exact,1824,,,,,,,,0,1,,3594,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000114.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 85 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000114.jpg,Reformatted digital,,,Original Format: Aquatint,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",People--New York (State)--New York--19th century.,,,,,,,,,1819,,,,,,,,"Broadway-Gatan och Rådhuset I Newyork
",,,,,,,,,,
,"Klinckowström, friherre (Axel), 1775-1837",,,,,Akrell,,,,,1824 ,,Exact,1824,,,,,,,,0,1,,3593,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000111.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 84 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000111.jpg,Reformatted digital,,,Original Format: Aquatint,,New York,,,Manhattan,Brooklyn,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,,,,,,,,,,1820,,,,,,,,"Newyorks Hamn och Redd Från Brooklyn på Longisland
","The Klinckowström View
",,,,,,,,,
,"Barralet, John James, ca. 1747-1815",,,,,_____ Morgan,"Cammeyer and Acock, Philadelphia",,,,1819 ,,Exact,1819,Unknown,,"Top plate: 83-a
Bottom plate: 83-b
Page labeled as 'Plate 83'",,,,,0,1,,3592,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000109.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 83-a and Plate 83-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000109.jpg,Reformatted digital,,,Original Format: Line engraving,Original Format: Oil painting on cardboard,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,New York Historical Society,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,Ships--New York (State)--New York--History--19th century,Steam engines--New York(State)--New York--19th century,,,,,,,,,1812 1814,,,,,,,,"Launch of the Steam Frigate Fulton the First, at New York, 29th October 1814 
(Plate 83-a)","Stone Bridge, Tavern and Garden, Canal and Broadway, 1812 
(Plate 83-b)
",,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Top plate: 82B-a 
Middle plate: 82B-b
Bottom plate: 82B-c

Plate labeled as '82B'",,,,,0,1,,3588,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000107.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 82B-a, Plate 82B-b, and Plate 82B-c [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000107.jpg,Reformatted digital,,,Original Format: Watercolor drawing,,New York,,,Manhattan,Fort Stevens,McGowan's Pass,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","City of New York, New York Historical Society",,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",Military history--New York (State)--New York,,,,,,,,,1814,,,,,,,,"Mill Rock and Hell Gate from Fort Stevens (Plate 82B-a)
",Gate at McGowan's Pass (Plate 82B-b),View at Fort Clinton McGowan's Pass (Plate 82B-c),,,,,,,,
,"Proctor, William James ",,,,,"Captain Renwick, James",,,,,,,Questionable,Unknown,,,,,,,,0,1,,3587,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000103.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 82A [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000105.jpg,Reformatted digital,,,Original Format: Watercolor drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","City of New York, New York Historical Society",,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,1814,,,,,,,,A Military Topographical Map of Haerlem Heights and Plain,With vignette view,,,,,,,,,
,"Eddy, I. (John) H.",,,,,Prior and Dunning,,,,,1812 ,,Exact,1812,,,,,,,,0,1,,3586,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000103.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 82 [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000103.jpg,Reformatted digital,,,Original Format: Line engraving on copper,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",I.N. Phelps Stokes,,,English,"Manhattan (New York, N.Y.)--History--19th century.","Manhattan (New York, N.Y.)--Maps",,,,,,,,,,,1811,,,,,,,,Map of the Country Thirty Miles round the City of New York,The Eddy Map,,,,,,,,,
,,,,,,,,,,,0000 ,,Questionable,Unknown,,,"Top plate: 81-a
Bottom plate: 81-b
Page labeled as 'Plate 81'",,,,,0,1,,3584,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000101.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 81-a and Plate 81-b [no page number, Chapter 5]",,,No repository,,,ldpd_5800727_003_00000101.jpg,Reformatted digital,,,Original Format: Sepia paint on canvas,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ",New York Historical Society,,,English,"Manhattan (New York, N.Y.)--History--19th century.",New York (N.Y.)--Description and travel--Views.,"New York (N.Y.)--Buildings, structures, etc.",,,,,,,,,,1809 1813,,,,,,,,"The Strickland View of Broadway and St. Paul's Chapel 
(Plate 81-a)","The Strickland View of Broadway, showing Grace and Trinity Churches 
(Plate 81-b)",,,,,,,,,
,"Bridges, William
",,,,,"Maverick, P. (Peter), 1780-1831
",St. Mémin ,,,,1811 1850,,Approximate,c.1850 ,1811,,"Top plate: 80-a
Bottom plate: 80-b
Page labeled as 'Plate 80'",,,,,0,1,,3583,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000099.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,"Plate 80-a and Plate 80-b  [no page number, Chapter 5]",,,No repository,,"Plate 80-a is a line engraving created by St. Mémin circa 1850 that is owned by I.N. Phelps Stokes.

Plate 80-b is a line engraving on copper created by Bridges, Maverick, and St. Mémin in 1811 that is owned by the New York Public Library.",ldpd_5800727_003_00000099.jpg,Reformatted digital,,,"Original Format: Line engraving 
",Original Format: Line engraving on copper,New York,,,Manhattan ,Brooklyn Heights ,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","New York Public Library, Eno Collection",I.N. Phelps Stokes,,English,"Manhattan (New York, N.Y.)--History",New York (N.Y.)--Description and travel--Views.,"Manhattan (New York, N.Y.)--Maps",,,,,,,,,,1796,1811,,,,,,,"A View of the City of New-York from Brooklyn Heights (etc.)
 [The St. Mémin Panorama] 
(Plate 80-a)","Map of the City of New York and Island of Manhattan as Laid Out by the Commissioner Appointed by the Legislature April 3d 1807
[The Bridges Map or Randel Survey]
(Plate 80-b)",,,,,,,,,
,,,,,,,,,,,,,Questionable,Unknown,,,,,,,,0,1,,3581,Still Image,English,,"Stokes, I. N. Phelps. The iconography of Manhattan Island, 1498-1909. New York : Robert H. Dodd, 1915-1928. Electronic reproduction. v. 3. New York, N.Y. : Columbia University Libraries, 2008.",http://www.columbia.edu/cu/lweb/digital/collections/cul/texts/ldpd_5800727_003/pages/ldpd_5800727_003_00000016.html?toggle=image&amp;menu=maximize&amp;top=200px&amp;left=70px,Frontispiece II [no page number],,,No repository,,,ldpd_5800727_003_00000016.jpg,Reformatted digital,,,Original Format: Watercolor drawing,,New York,,,Manhattan,,,"Images from Stokes' Iconography of Manhattan Island, 1498-1909 ","Edward W.C. Arnold, Esq",,,English,"Manhattan (New York, N.Y.)--History--18th century.",New York (N.Y.)--Description and travel--Views.,Parks--New York (State)--New York,,,,,,,,,,1798,,,,,,,,The Collect or Freshwater Pond,,,,,,,,,,
