omeka_identifier-1:omeka_identifier_value,_identifiers-1,_digital_object_type.string_key,title-1:title_sort_portion,abstract-1:abstract_value,object_in_context_url-1:object_in_context_url_value,note-1:note_value,note-1:note_type,date_created-1:date_created_start_value,date_created-1:date_created_end_value,date_created_textual-1:date_created_textual_value,date_created-1:date_created_type,location-1:location_term.value,location-1:location_term.code,location-1:location_term.authority,location-1:location_term.uri,type_of_resource-1:type_of_resource_value,form-1:form_term.value,form-1:form_term.authority,form-1:form_term.uri,digital_origin-1:digital_origin_value,location-1:location_shelf_location-1:location_shelf_location_free_text,location-1:location_shelf_location-1:location_shelf_location_box_number,location-1:location_shelf_location-1:location_shelf_location_folder_number,location-2:location_shelf_location-2:location_shelf_location_free_text,location-3:location_shelf_location-3:location_shelf_location_free_text,subject_topic-1:subject_topic_term.value,subject_topic-1:subject_topic_term.authority,subject_topic-1:subject_topic_term.uri,subject_topic-2:subject_topic_term.value,subject_topic-2:subject_topic_term.authority,subject_topic-2:subject_topic_term.uri,subject_name-1:subject_name_term.value,subject_name-1:subject_name_term.authority,subject_name-1:subject_name_term.uri,language-1:language_term.value,language-1:language_term.authority,language-1:language_term.uri,name-1:name_term.value,name-1:name_term.authority,name-1:name_term.uri,extent-1:extent_value,note-2:note_value,note-:note_type,use_and_reproduction-1:use_and_reproduction_value
omeka_5638,1968ColumbiaCrisis_ycw,item,Students on Low Library ledge,"Occupying students on ledge of Low Library, outside the Presidential suite, 
attempting to catch food supplies from supporters outside the building
",,,,1968-04,,Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 18",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5638,1968ColumbiaCrisis_ycw_000,asset,Students on Low Library ledge,"Occupying students on ledge of Low Library, outside the Presidential suite, 
attempting to catch food supplies from supporters outside the building
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/outside,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_551,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5644,1968ColumbiaCrisis_yen,item,Dwight McDonald at Counter-Commencement,Dwight McDonald at the counter-commencement ceremony held on Low Plaza.,,,,1968-06-04,,4-Jun-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,,,,Hugh Rogers Photography,naf,http://id.loc.gov/authorities/names/no2015164843,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5644,1968ColumbiaCrisis_yen_000,asset,Dwight McDonald at Counter-Commencement,Dwight McDonald at the counter-commencement ceremony held on Low Plaza.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/commencement/counter,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_10,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5526,1968ColumbiaCrisis_yhf,item,Up Against the Wall,"Newspaper, Up Against the Wall, Vol III, no. 1, page 3",,,,1968-04-22,,22-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,"Box 14, Folder 6",Box 14,Folder 6,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,,,,,,,Columbia-Barnard SDS,naf,http://id.loc.gov/authorities/names/no2008058186,,,,,,,"Physical Dimensions: 11.25""x16.5""",,,
omeka_5526,1968ColumbiaCrisis_yhf_000,asset,Page 3,"Newspaper, Up Against the Wall, Vol III, no. 1, page 3",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044011,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5591,1968ColumbiaCrisis_yqk,item,"""Action Against SDS May Follow Protest""","The Columbia Daily Spectator. 28 March 1968, front page article and continuation on page 3.",,,,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5591,1968ColumbiaCrisis_yqk_001,asset,Page 1,"The Columbia Daily Spectator. 28 March 1968, front page article and continuation on page 3.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044076,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5591,1968ColumbiaCrisis_yqk_003,asset,Page 3,"The Columbia Daily Spectator. 28 March 1968, front page article and continuation on page 3.",,SDSArticle2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5560,1968ColumbiaCrisis_ysh,item,"""Rejoice with the Greatful Dead""","Circular, handwritten. Announcing Grateful Dead concert at 3 p.m. on South Field",,,,1968,,1968,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,printed ephemera,aat,http://vocab.getty.edu/aat/300264821,reformatted digital ,"Box 10, Folder 24",Box 10,Folder 24,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5560,1968ColumbiaCrisis_ysh_000,asset,"""Rejoice with the Greatful Dead""","Circular, handwritten. Announcing Grateful Dead concert at 3 p.m. on South Field",https://exhibitions.cul.columbia.edu/exhibits/show/1968/campus/sec,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044045,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5604,1968ColumbiaCrisis_ytl,item,100 Arrested in Hamilton Hall Occupation,"The Columbia Daily Spectator. 22 May 1968, back page.",,,,1968-05-22,,22-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,"Physical Dimensions: 16""x23""",,,
omeka_5604,1968ColumbiaCrisis_ytl_002,asset,Page 2,"The Columbia Daily Spectator. 22 May 1968, back page.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044089,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5556,1968ColumbiaCrisis_zap,item,Telegram from Grayson Kirk and David Truman to Edward Robinson of SCC,"Telegram, type written, note handwritten at the bottom with date and time. Photostat of original.",,,,1968-05-07,,7-May-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 1, Folder 11",Box 1,Folder 11,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5556,1968ColumbiaCrisis_zap_000,asset,Telegram from Grayson Kirk and David Truman to Edward Robinson of SCC,"Telegram, type written, note handwritten at the bottom with date and time. Photostat of original.",https://exhibitions.cul.columbia.edu/exhibits/show/1968/bust/bust2,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044041,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5646,1968ColumbiaCrisis_zcx,item,"""Kirk Is A Jerk"" sign","Person holding a sign ""Kirk is a Jerk""",,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Buildings--Designs and plans,fast,http://id.worldcat.org/fast/841000,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Freer, Bonnie",naf,http://id.loc.gov/authorities/names/n97840925,,Columbia College Today,ownership,Permission to reproduce this image must be obtained from Columbia College Today. Please contact the University Archives for contact information.
omeka_5646,1968ColumbiaCrisis_zcx_000,asset,"""Kirk Is A Jerk"" sign","Person holding a sign ""Kirk is a Jerk""",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/office,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_cct_4,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5582,1968ColumbiaCrisis_zhv,item,Response letter from Kirk to Rudd Freudenberg,Second page of 2 April 1968 letter from Kirk to Rudd and Freudenberg. Responds to percieved threats from students with a threat in the last paragraph.,,,,1968-04-02,,2-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 15, Folder 37",Box 15,Folder 37,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5"" x 11""",,,
omeka_5582,1968ColumbiaCrisis_zhv_000,asset,Page 2,Second page of 2 April 1968 letter from Kirk to Rudd and Freudenberg. Responds to percieved threats from students with a threat in the last paragraph.,,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044067,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5588,1968ColumbiaCrisis_zhz,item,"""Kirk Forbids Demonstrating Inside Columbia Buildings"" p.2","The Columbia Daily Spectator. 25 September 1967, page 2. Continuation of front page article.",,,,1967-09-25,,25 Sept 1967,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5588,1968ColumbiaCrisis_zhz_000,asset,"""Kirk Forbids Demonstrating Inside Columbia Buildings"" p.2","The Columbia Daily Spectator. 25 September 1967, page 2. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044073,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5672,1968ColumbiaCrisis_zjq,item,"1968 commencement snapshots
","""(4) color snapshots arranged on a board, showing counter commencement crowds and police presence around campus
on Commencement Day, June 4, 1968
""
",,,,1968-06-04,,"4 June 1968
",,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital,,,,Private Collection,,Commencement ceremonies,fast,http://id.worldcat.org/fast/869276,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,"Epstein, Steven",naf,http://id.loc.gov/authorities/names/n82150765,,"Steven Epstein, '68L",ownership,"These images may not be reproduced without the permission of Steven Epstein. Please contact the University Archives for further information.

"
omeka_5672,1968ColumbiaCrisis_zjq_000,asset,"1968 commencement snapshots
","""(4) color snapshots arranged on a board, showing counter commencement crowds and police presence around campus
on Commencement Day, June 4, 1968
""
",,1968_commencement_1.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5631,1968ColumbiaCrisis_zkk,item,Strike Coordinating Committee press conference,"Mark Rudd and other SDS leaders at a Strike Coordinating Committee
Press conference held of Friday, April 26, 1968
",,,,1968-04-26,,26-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,"Binder 1, Roll 6",,,Office of Public Affairs Protest & Activism Photograph Collection,Collection number: UA#0109,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,,,,
omeka_5631,1968ColumbiaCrisis_zkk_000,asset,Strike Coordinating Committee press conference,"Mark Rudd and other SDS leaders at a Strike Coordinating Committee
Press conference held of Friday, April 26, 1968
",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/sds,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_capa_134,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5622,1968ColumbiaCrisis_zpt,item,"April 23, 1968 Crowd Sundial Rally","Crowd of people moving towards Low Library from Sun Dial Rally held on April 23, 1968",,,,1968-04-23,,23-Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,,"Gerald S. Adler, '80 GSAS",ownership,Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5622,1968ColumbiaCrisis_zpt_000,asset,"April 23, 1968 Crowd Sundial Rally","Crowd of people moving towards Low Library from Sun Dial Rally held on April 23, 1968",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/first,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_23,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5624,1968ColumbiaCrisis_zri,item,Faculty Meeting in Philosophy Hall,View of faculty meeting in Philosophy Hall as viewed through window in door.,,,,1968-04,,Apr-68,,Private Collection,,,,still image,photographs,aat,http://vocab.getty.edu/aat/300046300,reformatted digital ,,,,Private Collection,,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,"Adler, Gerald S.",,,,"Gerald S. Adler, '80 GSAS",ownership,Permission to reproduce this image must be obtained from Gerald S. Adler. Please contact the University Archives for contact information.
omeka_5624,1968ColumbiaCrisis_zri_000,asset,Faculty Meeting in Philosophy Hall,View of faculty meeting in Philosophy Hall as viewed through window in door.,https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/faculty,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_adler_431,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5535,1968ColumbiaCrisis_ztt,item,Letter from Associate Dean Platt to Columbia University students in Hamilton Hall,"Correspondence, concerning disciplinary probation for occupying Hamilton Hall",,,,1968-04-24,,24-Apr-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,correspondence,aat,http://vocab.getty.edu/aat/300026877,reformatted digital ,"Box 15, Folder 37",Box 15,Folder 37,"University Protest and Activism Collection, 1958-1999 [Bulk Dates: 1968-1972]",Collection number: UA#007,Student Strike (Columbia University : 1968),fast,http://id.worldcat.org/fast/1922992,,,,Columbia University,naf,http://id.loc.gov/authorities/names/n81024714,,,,,,,"Physical Dimensions: 8.5""x11""",,,
omeka_5535,1968ColumbiaCrisis_ztt_000,asset,Letter from Associate Dean Platt to Columbia University students in Hamilton Hall,"Correspondence, concerning disciplinary probation for occupying Hamilton Hall",https://exhibitions.cul.columbia.edu/exhibits/show/1968/protests/sas,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044020,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5587,1968ColumbiaCrisis_ztv,item,"""Kirk Bans Pickets in CU Buildings""","The Columbia Daily Spectator. 25 September 1967, front page article (2 pages).",,,,1967-09-25,,25-Sep-67,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,English,iso639-2,http://id.loc.gov/vocabulary/iso639-2/eng,,,,,,,
omeka_5587,1968ColumbiaCrisis_ztv_001,asset,Page 1,"The Columbia Daily Spectator. 25 September 1967, front page article (2 pages).",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044072,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5587,1968ColumbiaCrisis_ztv_002,asset,Page 2,"The Columbia Daily Spectator. 25 September 1967, front page article (2 pages).",https://exhibitions.cul.columbia.edu/exhibits/show/1968/causes/recruiting,DemonstrationBan2.jpg,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omeka_5592,1968ColumbiaCrisis_zux,item,"""University May Discipline SDS""","The Columbia Daily Spectator. 28 March 1968, page 3. Continuation of front page article.",,,,1968-03-28,,28-Mar-68,,"University Archives, Columbia University",NNC-UA,marcorg,http://id.loc.gov/authorities/names/no2007136816,text,periodicals,aat,http://vocab.getty.edu/aat/300026657,reformatted digital ,1967-1968,,,Columbia Daily Spectator,,College student newspapers and periodicals,fast,http://id.worldcat.org/fast/867966,,,,,,,,,,,,,,,,
omeka_5592,1968ColumbiaCrisis_zux_000,asset,"""University May Discipline SDS""","The Columbia Daily Spectator. 28 March 1968, page 3. Continuation of front page article.",,http://www.columbia.edu/cgi-bin/cul/dev/dlo2?obj=1968_columbia_110044077,filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
